1120,112
10,1
1080,108
1100,110
620,62
250,25
150,15
610,61
220,22
210,21
1020,102
190,19
180,18
170,17
160,16
1030,103
820,82
960,96
390,39
1340,134
60,6
920,92
80,8
90,9
100,10
110,11
270,27
130,13
440,44
450,45
430,43
1180,118
480,48
760,76
140,14
510,51
520,52
530,53
540,54
320,32
560,56
40,4
420,42
290,29
1160,116
310,31
550,55
330,33
490,49
740,74
360,36
1010,101
850,85
460,46
400,40
410,41
800,80
980,78
340,34
830,83
30,3
790,79
380,38
860,86
700,70
880,88
260,26
900,90
50,5
940,94
930,93
70,7
950,95
840,84
970,97
710,71
810,81
770,77
1350,135
570,57
580,58
1190,119
600,60
230,23
1250,125
1200,120
640,64
650,65
670,67
660,66
370,37
750,75
350,35
730,73
720,72
870,87
690,69
680,68
630,63
1210,121
1220,122
1230,123
1240,124
1360,136
1260,126
1270,127
1280,128
1290,129
1300,130
1310,131
1320,132
1330,133
910,91
980,98
890,89
1370,137
1380,138
1390,139
1400,140
1090,109
990,99
1000,100
1130,113
200,20
500,50
1040,104
1050,105
1060,106
1070,107
280,28
590,59
120,12
1110,111
20,2
240,24
1140,114
1150,115
1160,30
1170,117
470,47
