20,2
330,38
320,36
340,40
310,34
350,42
300,32
360,44
290,30
400,52
380,48
370,46
550,82
540,80
390,50
530,78
410,54
420,56
430,58
440,60
450,62
610,94
240,24
230,23
520,77
610,95
500,73
600,93
280,28
590,91
10,1
510,75
30,3
580,89
40,4
570,87
50,5
530,79
60,6
470,67
70,7
540,81
80,8
560,85
90,9
550,83
460,64
260,26
470,66
330,39
480,68
310,35
490,70
340,41
500,72
300,33
510,74
350,43
520,76
290,31
110,11
360,45
150,15
280,29
160,16
370,47
170,17
270,27
140,14
380,49
180,18
490,71
190,19
390,51
130,13
250,25
200,20
400,53
210,21
410,55
120,12
420,57
100,10
430,59
600,92
440,61
220,22
450,63
570,86
460,65
560,84
320,37
580,88
480,69
590,90
