9,12,1,2,1
2,1,0,0,1
4,11,0,2,2
9,10,4,1,2
8,11,0,2,3
2,20,4,3,3
4,1,0,0,4
1,16,0,3,4
6,20,4,3,5
8,16,0,3,5
3,5,4,0,6
2,16,0,3,6
9,20,4,3,7
3,19,3,3,7
9,4,3,0,8
1,15,4,2,8
4,14,3,2,9
3,7,1,1,9
3,3,2,0,10
9,17,1,3,10
8,3,2,0,11
10,14,3,2,11
10,6,0,1,12
8,14,3,2,12
2,15,4,2,13
1,3,2,0,13
9,14,3,2,14
8,9,3,1,14
10,12,1,2,15
1,10,4,1,15
2,12,1,2,16
10,16,0,3,16
4,4,3,0,17
5,4,3,0,17
10,13,2,2,18
1,4,3,0,18
6,3,2,0,19
6,15,4,2,19
3,6,0,1,20
3,20,4,3,20
3,17,1,3,21
5,9,3,1,21
4,2,1,0,22
1,5,4,0,22
10,5,4,0,23
3,14,3,2,23
3,13,2,2,24
3,10,4,1,24
5,3,2,0,25
5,2,1,0,25
1,1,0,0,26
4,16,0,3,26
5,10,4,1,27
10,2,1,0,27
1,20,4,3,28
8,10,4,1,28
2,4,3,0,29
1,11,0,2,29
6,12,1,2,30
3,4,3,0,30
