1130,113
140,14
260,26
220,22
230,23
240,24
250,25
210,21
270,27
280,28
20,2
130,13
660,66
350,35
1070,107
340,34
320,32
200,20
1170,117
180,18
190,19
30,3
1110,111
830,83
60,6
70,7
80,8
90,9
110,11
120,12
300,30
360,36
150,15
500,50
170,17
420,42
630,63
620,62
610,61
600,60
590,59
580,58
570,57
160,16
480,48
640,64
40,4
310,44
670,67
680,68
690,69
700,70
710,71
720,72
530,53
540,54
370,37
380,38
440,31
400,40
740,74
100,10
430,43
390,39
460,46
470,47
550,55
490,49
560,56
510,51
1090,109
450,45
330,33
1060,106
1050,105
1040,104
1030,103
1020,102
1010,101
1000,100
990,99
980,98
1200,120
970,97
10,1
520,52
1100,110
650,65
1120,112
1130,29
1140,114
1150,115
860,86
1080,108
1180,118
1190,119
840,84
730,73
410,41
750,75
760,76
770,77
780,78
790,79
800,80
810,81
820,82
50,5
960,96
850,85
1160,116
870,87
880,88
890,89
900,90
910,91
920,92
930,93
940,94
950,95
