1,7
4,7
9,8
4,8
2,9
9,9
6,10
10,10
1,11
3,11
9,12
4,12
10,24
8,24
5,29
3,29
8,31
9,31
4,34
2,34
1,36
7,36
10,39
2,39
4,40
3,40
8,44
4,44
4,45
7,45
3,49
5,49
2,50
4,50
2,54
7,54
5,64
4,64
9,69
5,69
7,70
8,70
3,70
2,74
1,74
1,82
5,82
4,85
1,85
3,89
3,89
2,90
9,90
9,90
1,90
6,94
8,94
8,95
6,95
3,100
2,100
2,101
9,101
5,127
10,127
3,133
3,133
9,137
4,137
5,138
1,138
6,143
5,143
7,148
9,148
5,153
2,153
2,157
8,157
10,158
8,158
9,163
5,163
8,168
4,168
2,172
4,172
3,173
3,173
9,177
7,177
6,178
10,178
5,183
3,183
1,188
9,188
5,192
2,192
2,193
2,193
4,197
9,197
6,198
2,198
9,204
3,204
3,209
10,209
10,214
4,214
10,219
8,219
8,224
7,224
3,229
10,229
3,233
7,233
4,234
1,234
5,239
9,239
