1,11,0,2,7
4,15,4,2,7
9,3,2,0,8
4,17,1,3,8
2,11,0,2,9
9,18,2,3,9
6,4,3,0,10
10,10,4,1,10
1,7,1,1,11
3,11,0,2,11
9,6,0,1,12
4,2,1,0,12
10,7,1,1,24
8,6,0,1,24
5,11,0,2,29
3,15,4,2,29
8,15,4,2,31
9,14,3,2,31
4,13,2,2,34
2,18,2,3,34
1,3,2,0,36
7,14,3,2,36
10,14,3,2,39
2,1,0,0,39
4,20,4,3,40
3,4,3,0,40
8,12,1,2,44
4,1,0,0,44
4,7,1,1,45
7,2,1,0,45
3,13,2,2,49
5,5,4,0,49
2,6,0,1,50
4,11,0,2,50
2,3,2,0,54
7,7,1,1,54
5,1,0,0,64
4,4,3,0,64
9,2,1,0,69
5,12,1,2,69
7,13,2,2,70
8,17,1,3,70
3,12,1,2,70
2,12,1,2,74
1,12,1,2,74
1,2,1,0,82
5,17,1,3,82
4,10,4,1,85
1,16,0,3,85
3,6,0,1,89
3,9,3,1,89
2,7,1,1,90
9,12,1,2,90
9,17,1,3,90
1,17,1,3,90
6,6,0,1,94
8,16,0,3,94
8,9,3,1,95
6,1,0,0,95
3,7,1,1,100
2,19,3,3,100
2,2,1,0,101
9,7,1,1,101
5,6,0,1,127
10,5,4,0,127
3,1,0,0,133
3,2,1,0,133
9,9,3,1,137
4,5,4,0,137
5,20,4,3,138
1,20,4,3,138
6,10,4,1,143
5,15,4,2,143
7,12,1,2,148
9,20,4,3,148
5,14,3,2,153
2,20,4,3,153
2,16,0,3,157
8,5,4,0,157
10,20,4,3,158
8,8,2,1,158
9,8,2,1,163
5,13,2,2,163
8,13,2,2,168
4,19,3,3,168
2,15,4,2,172
4,9,3,1,172
3,18,2,3,173
3,20,4,3,173
9,5,4,0,177
7,20,4,3,177
6,19,3,3,178
10,11,0,2,178
5,4,3,0,183
3,16,0,3,183
1,15,4,2,188
9,4,3,0,188
5,16,0,3,192
2,5,4,0,192
2,13,2,2,193
2,9,3,1,193
4,18,2,3,197
9,16,0,3,197
6,11,0,2,198
2,17,1,3,198
9,13,2,2,204
3,3,2,0,204
3,8,2,1,209
10,1,0,0,209
10,18,2,3,214
4,14,3,2,214
10,9,3,1,219
8,2,1,0,219
8,11,0,2,224
7,9,3,1,224
3,14,3,2,229
10,4,3,0,229
3,5,4,0,233
7,1,0,0,233
4,16,0,3,234
1,18,2,3,234
5,9,3,1,239
9,1,0,0,239
