270,27
740,74
140,14
210,21
80,8
230,23
570,57
250,25
260,26
20,2
990,99
1050,105
890,89
150,15
400,40
330,33
10,1
170,17
180,18
1060,106
790,79
50,5
60,6
70,7
220,22
90,9
100,10
920,92
120,12
130,13
750,75
1090,109
160,16
510,51
520,52
530,53
540,54
550,55
560,56
780,78
580,58
590,59
600,60
730,73
620,62
1010,101
1020,102
650,65
660,66
490,49
500,50
340,34
350,35
720,72
370,37
380,38
390,39
840,84
420,42
430,43
240,24
450,45
460,46
850,85
480,48
410,41
980,98
970,97
960,96
780,44
700,70
930,93
950,95
910,91
900,90
1100,110
300,30
280,28
1000,100
630,63
640,64
1030,103
1040,104
30,3
290,29
1070,107
320,32
200,20
770,77
670,67
680,68
690,69
940,94
710,71
360,36
610,61
190,19
470,47
810,81
880,88
110,11
40,4
800,80
760,76
820,82
830,83
1080,108
310,31
860,86
870,87
