8,7
5,7
7,8
7,8
2,9
5,9
4,13
9,13
4,13
3,18
4,18
8,23
1,23
2,23
3,42
8,42
7,44
8,44
4,49
5,49
10,54
8,54
4,59
4,59
8,63
10,63
9,64
6,64
5,69
7,69
2,73
8,73
3,74
5,74
7,78
3,78
10,79
2,79
6,83
6,83
7,84
5,84
6,89
3,89
8,94
8,94
10,99
6,99
7,103
6,103
1,104
6,104
5,109
4,109
1,113
2,113
6,114
1,114
7,115
2,115
7,118
10,118
9,119
10,119
6,120
5,120
4,121
6,121
9,122
1,122
1,126
5,126
8,129
8,129
7,132
5,132
7,137
9,137
1,142
6,142
4,147
3,147
1,152
10,152
8,157
4,157
1,162
3,162
6,167
10,167
4,172
3,172
1,177
3,177
4,182
7,182
9,187
9,187
