2,13,2,2,7
2,12,1,2,7
3,6,0,1,8
2,5,4,0,8
10,3,2,0,9
4,2,1,0,9
2,7,1,1,38
8,16,0,3,38
5,16,0,3,40
2,4,3,0,40
6,14,3,2,42
7,15,4,2,42
3,10,4,1,43
2,6,0,1,43
4,3,2,0,45
3,13,2,2,45
8,9,3,1,47
10,14,3,2,47
2,1,0,0,50
5,7,1,1,50
9,1,0,0,58
2,18,2,3,58
5,5,4,0,61
6,13,2,2,61
3,15,4,2,64
1,14,3,2,64
3,8,2,1,72
2,9,3,1,72
1,19,3,3,73
3,16,0,3,73
3,7,1,1,77
2,3,2,0,77
7,3,2,0,78
7,2,1,0,78
4,16,0,3,83
6,17,1,3,83
2,2,1,0,87
7,5,4,0,87
5,12,1,2,88
6,15,4,2,88
10,11,0,2,93
10,10,4,1,93
4,7,1,1,98
3,4,3,0,98
