7,19,3,3,7
2,8,2,1,7
4,10,4,1,8
9,15,4,2,8
10,8,2,1,12
10,16,0,3,12
7,10,4,1,13
6,6,0,1,13
4,15,4,2,14
9,1,0,0,14
4,13,2,2,16
10,18,2,3,16
5,19,3,3,17
10,3,2,0,17
8,17,1,3,18
4,4,3,0,18
5,18,2,3,21
4,17,1,3,21
8,2,1,0,23
8,5,4,0,23
9,2,1,0,24
2,3,2,0,24
1,1,0,0,28
9,17,1,3,28
5,11,0,2,32
2,16,0,3,32
4,1,0,0,33
6,4,3,0,33
6,1,0,0,38
4,9,3,1,38
3,8,2,1,41
3,1,0,0,41
7,15,4,2,43
6,8,2,1,43
3,13,2,2,48
6,10,4,1,48
7,1,0,0,49
9,5,4,0,49
3,6,0,1,53
10,6,0,1,53
10,15,4,2,57
7,6,0,1,57
2,15,4,2,58
4,20,4,3,58
8,10,4,1,61
9,13,2,2,61
9,10,4,1,63
2,7,1,1,63
2,18,2,3,68
8,13,2,2,68
9,12,1,2,69
2,11,0,2,69
9,20,4,3,72
2,19,3,3,72
10,4,3,0,74
5,1,0,0,74
5,13,2,2,75
4,11,0,2,75
1,12,1,2,80
1,13,2,2,80
9,8,2,1,85
3,20,4,3,85
5,10,4,1,88
8,3,2,0,88
1,2,1,0,89
7,12,1,2,89
3,9,3,1,90
7,18,2,3,90
7,13,2,2,93
8,11,0,2,93
7,9,3,1,94
6,15,4,2,94
6,3,2,0,95
8,4,3,0,95
1,20,4,3,99
3,19,3,3,99
8,9,3,1,100
9,19,3,3,100
4,8,2,1,105
9,16,0,3,105
6,13,2,2,110
5,14,3,2,110
6,18,2,3,111
2,13,2,2,111
1,10,4,1,115
2,14,3,2,115
1,16,0,3,116
8,7,1,1,116
5,16,0,3,118
8,1,0,0,118
5,5,4,0,120
5,9,3,1,120
6,5,4,0,125
9,4,3,0,125
2,1,0,0,126
3,4,3,0,126
6,20,4,3,131
10,2,1,0,131
10,1,0,0,136
1,19,3,3,136
1,6,0,1,136
6,12,1,2,136
1,17,1,3,141
1,9,3,1,141
7,7,1,1,141
8,12,1,2,141
4,14,3,2,143
4,18,2,3,143
2,4,3,0,145
4,5,4,0,145
5,15,4,2,149
8,19,3,3,149
6,9,3,1,153
9,7,1,1,153
5,4,3,0,158
3,2,1,0,158
1,3,2,0,158
6,11,0,2,158
10,11,0,2,159
10,20,4,3,159
10,5,4,0,164
5,7,1,1,164
9,14,3,2,164
9,9,3,1,164
9,11,0,2,169
2,9,3,1,169
6,14,3,2,173
10,13,2,2,173
2,5,4,0,173
8,8,2,1,173
1,5,4,0,174
1,4,3,0,174
2,17,1,3,174
8,18,2,3,174
