8,10,4,1,7
9,19,3,3,7
8,2,1,0,8
9,11,0,2,8
2,3,2,0,9
2,10,4,1,9
4,10,4,1,13
9,6,0,1,13
10,7,1,1,14
4,16,0,3,14
6,12,1,2,19
7,11,0,2,19
3,4,3,0,24
10,4,3,0,24
8,3,2,0,29
5,13,2,2,29
1,17,1,3,79
2,7,1,1,79
10,6,0,1,80
4,12,1,2,80
1,16,0,3,83
4,1,0,0,83
4,18,2,3,85
4,6,0,1,85
1,15,4,2,92
7,14,3,2,92
4,3,2,0,95
3,9,3,1,95
4,8,2,1,95
3,7,1,1,95
9,13,2,2,100
6,15,4,2,100
3,10,4,1,100
1,9,3,1,100
7,9,3,1,114
3,15,4,2,114
10,18,2,3,125
3,17,1,3,125
3,18,2,3,125
8,8,2,1,125
3,1,0,0,132
10,5,4,0,132
10,1,0,0,135
2,19,3,3,135
3,16,0,3,140
6,6,0,1,140
7,10,4,1,142
4,17,1,3,142
4,11,0,2,145
3,13,2,2,145
6,8,2,1,147
9,2,1,0,147
9,7,1,1,150
7,20,4,3,150
4,2,1,0,155
6,9,3,1,155
2,16,0,3,160
5,1,0,0,160
3,14,3,2,162
6,14,3,2,162
7,8,2,1,167
6,17,1,3,167
