3,1
7,2
7,3
5,4
3,5
2,6
10,7
1,8
9,9
10,10
9,11
3,12
1,13
6,14
5,15
1,16
6,17
3,18
10,19
4,20
3,21
4,22
4,23
1,24
2,24
4,25
7,25
7,26
3,26
3,27
1,27
5,28
9,28
7,29
9,29
4,30
1,31
9,31
4,32
1,33
10,33
4,34
4,35
10,35
1,36
10,37
2,37
6,38
4,39
3,39
9,40
6,41
8,41
3,42
9,43
1,43
8,44
5,45
8,45
10,46
7,47
8,47
6,48
8,49
6,49
5,50
1,51
8,51
5,52
6,53
9,53
4,54
10,55
4,55
5,56
10,57
5,57
6,58
8,59
9,59
1,60
6,61
4,61
8,62
10,63
2,63
9,64
7,65
8,65
8,66
8,67
5,67
5,68
4,69
4,69
2,70
10,71
4,71
10,72
4,73
1,73
10,74
9,75
10,75
3,76
3,77
2,77
9,78
10,79
9,79
7,80
10,81
6,81
3,82
10,83
6,83
4,84
10,85
4,85
2,86
7,87
4,87
8,88
3,89
7,89
1,90
4,90
6,91
6,91
5,92
1,92
6,93
4,93
9,94
8,94
8,95
3,95
1,96
7,96
2,97
1,97
8,98
4,98
6,99
5,99
5,100
1,100
6,101
4,101
