id,Tempo Construção Inicial,V. FO Inicial,Rel. Prof x Turm,Rel. Prof x Dia,Tempo Final,V. FO Final,Rel. Prof x Turm,Rel. Prof x Dia,Qnt vzs melhorei a FO, Qnt. Turmas,Qnt. Professores, Qnt  feito refinamento , Iteração da m Solução ,  Qnt de pos que prof x Turma , Qnt de pos que prof x dias, status,GAP
1,0.000129,5,0,5,2.311019,5,0,5,0,10,10,0,0,46,46,Viável
2,0.000087,2,0,2,2.821167,2,0,2,0,15,15,0,0,67,67,Viável
3,0.000102,3,0,3,3.683727,3,0,3,0,20,20,0,0,92,92,Viável
4,0.000191,9,0,9,6.444602,9,0,9,0,25,25,0,0,113,113,Viável
5,0.000260,13,0,13,8.339341,13,0,13,0,30,30,0,0,138,138,Viável
6,0.000273,13,0,13,9.582879,12,1,11,1,35,35,3,61,159,159,Inviável
7,0.000282,14,0,14,11.236726,13,1,12,1,40,40,2,108,184,184,Inviável
8,0.000373,19,0,19,14.322608,16,2,14,3,45,45,2,272,205,205,Inviável
9,0.000293,10,0,10,13.919674,10,0,10,0,50,50,0,0,230,230,Viável
10,0.000537,18,0,18,19.028280,17,1,16,1,55,55,1,235,251,251,Inviável
11,0.000325,5,0,5,17.193888,5,0,5,0,60,60,0,0,276,276,Viável
12,0.000536,16,0,16,23.076363,16,0,16,0,65,65,0,0,297,297,Viável
13,0.000427,12,0,12,21.899809,10,1,9,2,70,70,3,23,322,322,Inviável
14,0.000577,15,0,15,26.526333,14,1,13,1,75,75,3,145,343,343,Inviável
15,0.000620,24,0,24,31.294624,23,1,22,1,80,80,2,284,368,368,Inviável
16,0.000529,10,0,10,29.574724,10,0,10,0,85,85,0,0,389,389,Viável
17,0.000751,20,0,20,36.230297,20,0,20,0,90,90,0,0,414,414,Viável
18,0.000771,21,0,21,39.249943,21,0,21,0,95,95,0,0,435,435,Viável
19,0.001291,28,0,28,47.292946,28,0,28,0,100,100,0,0,460,460,Viável
20,0.000808,16,0,16,43.311825,16,0,16,0,105,105,0,0,481,481,Viável
21,0.001690,48,0,48,60.378296,47,1,46,1,110,110,3,104,506,506,Inviável
22,0.001052,29,0,29,54.858250,27,1,26,2,115,115,3,140,527,527,Inviável
23,0.001783,44,0,44,67.434547,41,4,37,3,120,120,0,129,552,552,Inviável
24,0.001780,44,0,44,71.414680,43,4,39,1,125,125,0,56,573,573,Inviável
25,0.001459,41,0,41,71.869469,40,1,39,1,130,130,3,69,598,598,Inviável
26,0.001077,23,0,23,66.366272,21,1,20,1,135,135,3,39,619,619,Inviável
27,0.001857,41,0,41,82.640152,40,2,38,1,140,140,2,123,644,644,Viável
28,0.002295,46,0,46,86.335426,43,1,42,2,145,145,3,80,665,665,Inviável
29,0.001292,29,0,29,79.918633,29,0,29,0,150,150,0,0,690,690,Viável
30,0.003433,64,0,64,109.943298,63,2,61,1,155,155,2,220,711,711,Inviável
