id,Tempo Construção Inicial,V. FO Inicial,Rel. Prof x Turm,Rel. Prof x Dia,Tempo Final,V. FO Final,Rel. Prof x Turm,Rel. Prof x Dia,Qnt vzs melhorei a FO, Qnt. Turmas,Qnt. Professores, Qnt  feito refinamento , Iteração da m Solução ,  Qnt de pos que prof x Turma , Qnt de pos que prof x dias, status,GAP
1,0.000137,4,0,4,1.138001,4,0,4,0,10,10,0,0,46,46,Viável
2,0.000130,8,0,8,1.589105,8,0,8,0,15,15,0,0,67,67,Viável
3,0.000142,4,0,4,1.786085,4,0,4,0,20,20,0,0,92,92,Viável
4,0.000167,5,0,5,2.618650,4,1,3,1,25,25,3,75,113,113,Inviável
5,0.000184,10,0,10,3.311405,9,1,8,1,30,30,3,28,138,138,Inviável
6,0.000189,7,0,7,3.749768,7,0,7,0,35,35,0,0,159,159,Viável
7,0.000211,11,0,11,4.434138,10,1,9,1,40,40,3,84,184,184,Inviável
8,0.000271,12,0,12,5.730974,11,1,10,1,45,45,3,45,205,205,Inviável
9,0.000310,11,0,11,6.603997,9,3,6,2,50,50,1,118,230,230,Inviável
10,0.000262,8,0,8,6.631235,8,0,8,0,55,55,0,0,251,251,Viável
11,0.000466,12,0,12,8.836717,11,1,10,1,60,60,3,31,276,276,Inviável
12,0.000968,24,0,24,11.275117,24,0,24,0,65,65,0,0,297,297,Viável
13,0.000375,6,0,6,9.298056,6,0,6,0,70,70,0,0,322,322,Viável
14,0.000470,7,0,7,10.974455,7,0,7,0,75,75,0,0,343,343,Viável
15,0.000699,22,0,22,15.227525,20,3,17,2,80,80,1,187,368,368,Inviável
16,0.000877,22,0,22,15.575080,21,1,20,1,85,85,3,93,389,389,Inviável
17,0.000518,11,0,11,14.339385,10,1,9,1,90,90,2,31,414,414,Inviável
18,0.000751,15,0,15,17.468817,14,1,13,1,95,95,3,3,435,435,Inviável
19,0.000928,18,0,18,19.231247,17,2,15,1,100,100,1,10,460,460,Inviável
20,0.001309,31,0,31,22.826689,30,1,29,1,105,105,3,56,481,481,Inviável
21,0.001363,37,0,37,25.028572,36,3,33,1,110,110,0,86,506,506,Inviável
22,0.001008,20,0,20,23.115040,19,1,18,1,115,115,3,13,527,527,Inviável
23,0.000926,21,0,21,25.006533,20,1,19,1,120,120,3,50,552,552,Inviável
24,0.001014,27,0,27,25.688168,26,2,24,1,125,125,2,130,573,573,Inviável
25,0.001195,28,0,28,30.406149,27,3,24,1,130,130,1,46,598,598,Inviável
26,0.001528,31,0,31,32.263351,30,1,29,1,135,135,3,81,619,619,Inviável
27,0.001750,42,0,42,36.305038,41,1,40,1,140,140,3,13,644,644,Inviável
28,0.001178,20,0,20,32.552422,19,1,18,1,145,145,3,16,665,665,Inviável
29,0.001156,20,0,20,34.644672,20,0,20,0,150,150,0,0,690,690,Viável
30,0.001697,33,0,33,40.210400,33,0,33,0,155,155,0,0,711,711,Viável
