3,7
10,7
1,8
9,8
3,27
3,27
10,31
2,31
9,39
9,39
5,47
1,47
5,57
3,57
8,60
9,60
4,61
8,61
6,68
8,68
9,78
8,78
7,83
7,83
8,93
8,93
5,103
4,103
7,108
7,108
5,113
10,113
7,113
9,113
9,118
2,118
4,118
7,118
4,123
1,123
10,128
1,128
7,128
6,128
9,133
3,133
1,134
1,134
8,138
8,138
7,138
4,138
10,139
5,139
4,144
3,144
1,149
8,149
6,154
3,154
6,158
9,158
5,159
7,159
3,163
8,163
9,164
4,164
6,168
2,168
3,168
7,168
6,169
10,169
5,174
3,174
6,179
9,179
6,184
7,184
5,187
2,187
7,187
4,187
9,189
7,189
5,194
5,194
5,199
5,199
8,216
10,216
5,221
8,221
2,221
2,221
