270,27
190,19
200,20
210,21
220,22
230,23
240,24
250,25
260,26
20,2
280,28
290,29
300,30
310,31
320,32
330,33
10,1
170,17
180,18
30,3
40,4
50,5
60,6
70,7
80,8
90,9
100,10
110,11
120,12
130,13
140,14
150,15
160,16
510,51
520,52
530,53
540,54
550,55
560,56
570,57
580,58
590,59
600,60
610,61
620,62
630,63
640,64
650,65
660,66
490,49
500,50
340,34
350,35
360,36
370,37
380,38
390,39
400,40
420,42
430,43
440,44
450,45
460,46
470,47
480,48
410,41
980,98
970,97
960,96
950,95
940,94
930,93
920,92
910,91
900,90
1100,110
890,89
990,99
1000,100
1010,101
1020,102
1030,103
1040,104
1050,105
1060,106
1070,107
1080,108
1090,109
770,77
670,67
680,68
690,69
700,70
710,71
720,72
730,73
740,74
750,75
760,76
880,88
780,78
790,79
800,80
810,81
820,82
830,83
840,84
850,85
860,86
870,87
