4,7
8,7
8,8
4,8
5,9
6,9
8,10
10,10
7,11
3,11
7,15
10,15
2,18
9,18
10,19
8,19
3,31
5,31
1,36
1,36
6,41
2,41
4,46
4,46
6,51
9,51
4,55
9,55
1,56
1,56
7,61
4,61
8,66
6,66
9,71
2,71
3,76
8,76
3,81
2,81
3,86
1,86
1,91
4,91
9,96
2,96
2,101
4,101
7,105
2,105
4,106
2,106
5,111
9,111
7,116
1,116
8,117
1,117
1,121
8,121
3,125
9,125
4,126
2,126
6,129
4,129
5,131
1,131
2,132
8,132
2,133
4,133
10,136
4,136
9,137
9,137
5,138
2,138
2,141
1,141
5,143
7,143
5,146
10,146
5,147
3,147
2,147
2,147
2,148
5,148
1,151
7,151
6,153
6,153
10,156
3,156
8,158
3,158
10,161
1,161
8,163
1,163
4,166
7,166
9,168
9,168
10,171
2,171
1,173
5,173
8,176
7,176
4,178
5,178
10,181
5,181
6,183
4,183
6,186
9,186
1,188
6,188
5,191
8,191
4,193
7,193
10,196
1,196
9,198
1,198
2,201
7,201
2,203
7,203
5,206
2,206
7,208
4,208
6,211
10,211
10,213
5,213
6,216
3,216
9,218
7,218
7,221
7,221
3,223
3,223
5,226
3,226
10,228
10,228
7,231
5,231
9,233
2,233
6,268
6,268
4,291
9,291
4,296
5,296
7,301
10,301
9,305
4,305
10,306
4,306
