20,2
260,26
30,3
570,57
50,5
670,67
70,7
80,8
90,9
580,58
750,75
250,25
410,41
310,31
130,13
290,29
100,10
680,68
540,54
330,33
340,34
630,63
280,28
110,11
120,12
400,40
140,14
150,15
820,82
350,35
810,74
170,17
200,20
160,16
320,32
640,64
510,51
520,52
430,43
490,49
220,22
550,55
560,56
40,4
480,48
590,59
600,60
360,36
530,53
770,77
210,21
370,37
60,6
780,78
230,23
190,19
710,71
450,45
460,46
270,27
740,81
240,24
760,76
300,30
840,84
790,79
720,72
420,42
620,62
830,83
390,39
850,85
180,18
690,69
800,80
500,50
440,44
10,1
650,65
660,66
380,38
730,73
700,70
470,47
610,61
