9,7
7,7
5,8
3,8
7,10
5,10
10,13
3,13
8,18
6,18
7,23
9,23
4,25
4,25
10,28
7,28
2,30
4,30
1,33
3,33
5,38
1,38
9,40
3,40
6,43
4,43
10,45
10,45
7,53
2,53
6,56
7,56
4,61
1,61
8,66
6,66
4,66
8,66
5,76
7,76
1,76
4,76
9,81
9,81
5,86
7,86
4,91
1,91
2,101
9,101
1,101
8,101
3,106
2,106
3,110
8,110
8,111
8,111
8,115
8,115
3,121
4,121
1,121
1,121
9,123
6,123
9,131
5,131
4,135
9,135
8,136
9,136
10,140
10,140
1,145
8,145
2,148
3,148
2,149
9,149
6,149
3,149
3,150
10,150
3,151
2,151
4,153
6,153
10,155
8,155
8,156
4,156
10,158
9,158
1,159
9,159
3,160
4,160
9,161
3,161
3,163
8,163
2,165
3,165
5,168
3,168
7,170
9,170
