300,30
210,21
220,22
230,23
240,24
250,25
260,26
270,27
280,28
290,29
20,2
310,31
320,32
330,33
340,34
350,35
360,36
540,54
380,38
10,1
190,19
200,20
30,3
40,4
50,5
60,6
70,7
80,8
1000,100
100,10
120,12
130,13
140,14
150,15
160,16
170,17
180,18
110,11
670,67
660,66
650,65
640,64
630,63
620,62
610,61
600,60
590,59
680,68
690,69
700,70
710,71
720,72
730,73
740,74
750,75
760,76
530,53
570,57
390,39
400,40
410,41
420,42
430,43
440,44
450,45
460,46
470,47
490,49
500,50
510,51
520,52
580,58
540,37
550,55
560,56
480,48
1190,119
1180,118
1170,117
1160,116
1150,115
1060,106
1140,114
1130,113
1120,112
1110,111
1100,110
1090,109
1080,108
1070,107
1200,120
1210,121
1220,122
1230,123
1240,124
1250,125
1260,126
1270,127
1280,128
1290,129
1300,130
1310,131
1320,132
1330,133
960,96
1040,104
1050,105
770,77
780,78
790,79
800,80
810,81
820,82
830,83
840,84
850,85
860,86
870,87
880,88
890,89
910,91
900,90
1030,103
1020,102
1010,101
1000,9
990,99
970,97
950,95
940,94
930,93
920,92
980,98
1760,176
1750,175
1740,174
1730,173
1720,172
1710,171
1700,170
1690,169
1680,168
1670,167
1660,166
1650,165
1640,164
1630,163
1770,177
1780,178
1790,179
1800,180
1810,181
1820,182
1830,183
1840,184
1850,185
1860,186
1870,187
1880,188
1890,189
1900,190
1480,148
1340,134
1350,135
1360,136
1370,137
1380,138
1390,139
1400,140
1410,141
1420,142
1430,143
1440,144
1450,145
1460,146
1470,147
1620,162
1490,149
1500,150
1510,151
1520,152
1530,153
1540,154
1550,155
1560,156
1570,157
1580,158
1590,159
1600,160
1610,161
