4,7
7,7
7,8
5,8
7,9
7,9
10,11
9,11
1,11
3,14
5,14
6,15
3,15
7,24
2,24
7,25
10,25
3,29
9,29
10,33
9,33
7,34
10,34
3,37
4,37
5,39
10,39
9,44
9,44
3,45
4,45
7,49
10,49
10,52
3,52
8,53
10,53
3,54
8,54
2,57
5,57
2,59
7,59
7,63
9,63
8,64
3,64
10,65
2,65
3,67
9,67
2,69
2,69
10,74
4,74
5,81
6,81
3,83
5,83
6,84
6,84
8,88
2,88
7,89
10,89
6,93
4,93
9,94
8,94
1,96
2,96
5,98
2,98
8,99
3,99
2,103
7,103
8,104
2,104
10,108
2,108
2,108
1,109
3,109
4,109
5,111
9,111
9,111
9,113
5,113
7,113
4,114
3,114
8,114
2,116
2,116
6,116
7,118
2,118
5,118
7,119
3,119
1,119
1,123
2,123
4,123
4,124
10,124
1,124
7,126
9,126
2,126
9,128
1,128
7,128
4,129
7,129
5,129
4,131
6,131
10,131
10,133
1,133
4,133
10,134
3,134
7,134
5,138
9,138
10,138
1,142
8,142
4,142
2,147
10,147
5,147
