4,5
3,5
4,6
8,6
2,7
5,7
1,8
9,8
8,9
8,9
5,10
5,10
9,10
6,10
2,14
8,14
3,15
4,15
7,19
2,19
4,23
10,23
6,25
8,25
6,29
3,29
9,29
6,29
6,30
6,30
3,34
7,34
4,34
4,34
9,35
1,35
6,39
4,39
6,39
9,39
4,40
4,40
6,41
5,41
7,41
7,44
2,44
6,44
3,45
5,45
6,45
1,46
1,46
4,46
9,49
9,49
6,49
6,49
6,49
8,49
9,50
6,50
3,50
5,54
3,54
1,54
5,55
6,55
4,55
2,60
3,60
2,60
9,61
4,61
7,61
4,61
3,61
1,61
1,63
2,63
5,63
8,64
8,64
6,64
8,67
4,67
7,67
10,68
7,68
9,68
4,73
4,73
4,73
6,77
6,77
5,77
2,77
4,77
7,77
8,78
5,78
5,78
9,82
7,82
7,82
5,83
5,83
4,83
3,87
10,87
3,87
3,87
4,87
4,87
5,88
9,88
8,88
3,92
6,92
4,92
9,92
2,92
8,92
5,93
7,93
6,93
3,97
5,97
10,97
7,98
1,98
2,98
